brand,model_year,mileage,fuel_type,transmission,engine_size,horsepower,body_type,color,num_cylinders,fuel_efficiency,mileage_category,owner_count,is_accident_free,has_service_history,age_years,price,price_per_hp,price_per_cc
Hyundai,2010,148683,Hybrid,Semi-Automatic,4.2,413,Convertible,Red,6,27.5,Medium,3,1,0,14,12539.424082280317,30.361801652010453,2.9855771624476946
Hyundai,2012,235713,Electric,Automatic,1.7,282,Hatchback,Brown,12,44.2,Medium,2,1,1,12,10221.0866332089,36.24498806102447,6.0124039018875886
Volkswagen,2023,143016,Diesel,Semi-Automatic,1.3,108,Wagon,Silver,12,16.7,High,3,0,0,1,43502.8199372242,402.8038883076315,33.46370764401862
Audi,2021,52887,LPG,Manual,5.0,281,Coupe,Black,4,20.6,Low,2,1,0,3,68612.89793210666,244.17401399326212,13.722579586421332
Mercedes-Benz,2019,81442,Hybrid,CVT,1.1,172,Wagon,Silver,6,27.8,High,1,0,1,5,77195.75576690109,448.81253352849467,70.1779597880919
Honda,2013,49847,Electric,Manual,4.3,408,Wagon,Silver,8,38.5,High,1,1,1,11,18981.859830713864,46.52416625174967,4.414386007142759
Mercedes-Benz,2014,58653,Electric,Manual,2.5,435,Wagon,Red,4,25.0,High,1,1,0,10,70874.64425358859,162.9302166749163,28.349857701435436
Lexus,2011,217144,Diesel,Manual,4.4,255,Pickup,Yellow,12,47.1,Low,3,0,1,13,16346.352758423001,64.10334415067844,3.715080172368864
Hyundai,2017,56622,Diesel,Automatic,3.2,409,Convertible,Silver,8,13.8,Medium,2,0,1,7,31036.82329888472,75.88465354250543,9.699007280901474
Hyundai,2020,27810,Petrol,CVT,4.6,290,Wagon,Silver,6,24.8,Medium,2,1,0,4,46978.448789965456,161.9946509998809,10.212706258688142
BMW,2020,77842,Hybrid,CVT,4.7,263,Convertible,Orange,8,38.4,Low,1,1,0,4,63505.46551705998,241.46564835384024,13.51180117384255
Hyundai,2023,122225,Petrol,Automatic,1.0,174,Sedan,Yellow,8,19.0,Medium,1,1,0,1,34129.94247400086,196.14909467816588,34.12994247400086
Toyota,2011,10503,Electric,CVT,1.3,352,Pickup,Red,8,36.3,Low,2,0,1,13,27267.50361341843,77.4644989017569,20.97500277955264
Chevrolet,2018,84761,LPG,Manual,2.0,216,Coupe,Black,4,16.6,Low,3,1,0,6,14060.01108017231,65.09264388968661,7.0300055400861545
Audi,2011,168048,LPG,CVT,3.7,316,Convertible,Green,12,12.2,Medium,1,0,1,13,18984.10336421519,60.076276469035406,5.130838747085186
Mazda,2022,126439,Diesel,Automatic,4.6,432,Hatchback,Red,8,14.8,High,3,1,0,2,49026.66180886186,113.48764307606913,10.65796995844823
Mercedes-Benz,2018,11590,LPG,Manual,2.8,497,Wagon,Red,12,47.2,Low,1,1,1,6,73537.3446354739,147.96246405527947,26.263337369812106
Chevrolet,2016,141958,LPG,Automatic,3.4,344,Pickup,Silver,4,32.1,Low,1,1,0,8,21870.508738121964,63.57706028523827,6.432502570035871
Ford,2017,143938,LPG,Semi-Automatic,1.8,214,Hatchback,Orange,6,41.9,Low,3,1,1,7,17087.257622279107,79.8469982349491,9.49292090126617
Honda,2020,66624,Electric,Manual,4.2,223,Sedan,Gray,6,23.3,Low,3,1,0,4,54946.8472242466,246.3984180459489,13.082582672439667
Toyota,2011,199971,LPG,Manual,4.9,98,Sedan,Brown,8,33.7,Medium,3,1,0,13,5251.511090599926,53.58684786326455,1.071736957265291
Nissan,2016,163864,LPG,CVT,2.1,310,SUV,Blue,4,29.8,Medium,3,1,0,8,25613.288390620244,82.62351093748465,12.19680399553345
Kia,2021,140836,LPG,Manual,3.0,213,Wagon,Orange,6,47.8,Low,2,0,1,3,19429.022798532234,91.21606947667716,6.476340932844078
Mercedes-Benz,2015,120356,Petrol,Automatic,1.3,193,SUV,Gray,4,39.9,High,2,1,1,9,43021.866327598014,222.9112244953265,33.09374332892155
Chevrolet,2013,217228,Electric,CVT,3.2,218,Pickup,Silver,4,39.2,Medium,1,1,0,11,11742.893015697256,53.86648172338191,3.669654067405393
Nissan,2016,42727,Diesel,Semi-Automatic,3.0,204,Hatchback,Silver,8,11.9,High,1,1,1,8,31470.316278526218,154.26625626728537,10.490105426175406
Honda,2023,78471,Petrol,Automatic,1.6,283,Coupe,Black,8,32.0,High,1,1,0,1,72214.33882596556,255.17434214122108,45.133961766228474
BMW,2022,8068,Hybrid,Semi-Automatic,2.8,140,SUV,Gray,4,28.7,Low,2,0,1,2,119089.08699465026,850.6363356760734,42.53181678380366
Nissan,2013,116923,Electric,Semi-Automatic,2.3,329,Sedan,White,4,47.1,Medium,3,0,0,11,9703.204993772366,29.493024297180444,4.2187847799010285
Toyota,2011,138367,Electric,Semi-Automatic,3.1,377,Wagon,Brown,8,20.3,Low,1,1,1,13,19428.226449408674,51.53375716023521,6.267169822389895
Toyota,2019,172232,Hybrid,Manual,3.3,92,Hatchback,Blue,4,20.8,Low,2,1,1,5,14545.600213759684,158.10435014956178,4.407757640533237
Mazda,2021,11390,Hybrid,Automatic,1.0,475,Convertible,Black,8,26.5,High,1,0,1,3,74826.13705139555,157.52870958188535,74.82613705139555
BMW,2016,106752,Hybrid,Automatic,4.0,334,Pickup,Orange,12,19.7,High,2,0,1,8,77583.1816900462,232.2849751198988,19.39579542251155
Kia,2017,151203,Diesel,Manual,3.9,164,Pickup,Orange,4,15.2,High,3,0,1,7,20472.27050916024,124.83091773878195,5.249300130553908
Audi,2011,94754,LPG,CVT,2.5,99,Sedan,Gray,8,44.3,Low,2,1,0,13,13695.762155840197,138.34103187717372,5.478304862336079
Nissan,2014,75969,Electric,Semi-Automatic,1.2,129,Convertible,Brown,4,32.3,Low,3,0,1,10,44019.89930868526,341.23952952469193,36.68324942390438
BMW,2010,146110,LPG,Automatic,4.0,243,Pickup,Brown,8,44.5,Low,1,0,1,14,27025.93963336492,111.21785857351819,6.75648490834123
Toyota,2016,183399,LPG,Manual,4.8,171,Coupe,Orange,4,43.2,Low,3,1,1,8,15214.27896115509,88.97239158570228,3.169641450240644
Toyota,2017,224790,Hybrid,Semi-Automatic,2.0,167,Wagon,White,6,21.3,Low,2,1,1,7,20147.404485302206,120.64314063055213,10.073702242651104
Chevrolet,2022,77064,Diesel,CVT,2.3,148,Coupe,Silver,6,31.9,Low,1,1,0,2,77023.04437591786,520.4259755129585,33.488280163442546
Hyundai,2015,21281,Petrol,CVT,1.7,116,Pickup,Brown,4,13.3,Low,1,0,1,9,20997.554516755565,181.01340100651348,12.351502656915038
Kia,2014,54189,Diesel,Semi-Automatic,3.3,332,Coupe,Gray,6,46.6,Low,2,0,1,10,24871.891572366017,74.91533606134342,7.536936840110914
Nissan,2015,48511,LPG,CVT,1.6,331,Pickup,Orange,4,26.2,Medium,3,0,0,9,25861.932939721195,78.13272791456555,16.163708087325748
Mazda,2011,122115,Diesel,Automatic,2.4,219,Wagon,Silver,4,25.7,Medium,2,0,0,13,9100.90240207672,41.556631972953056,3.7920426675319665
Mazda,2010,8605,Hybrid,Automatic,3.8,434,Wagon,Yellow,12,22.1,Medium,3,1,1,14,26570.862018622047,61.22318437470518,6.992332110163696
Nissan,2016,100318,Petrol,Automatic,3.2,460,Convertible,Red,12,28.4,Medium,3,0,0,8,27826.675087748456,60.492771929887944,8.695835964921393
Lexus,2016,132453,Hybrid,CVT,2.5,247,Coupe,Silver,6,20.1,Low,1,1,1,8,54056.96417918723,218.85410598861225,21.62278567167489
Subaru,2019,197706,Petrol,Automatic,2.7,133,Hatchback,Brown,12,25.0,Low,3,0,1,5,10103.523412134095,75.96634144461726,3.742045708197813
Honda,2020,19810,LPG,Manual,3.2,465,Convertible,Red,12,42.0,High,1,0,0,4,36130.827085956924,77.70070341066005,11.290883464361539
Mazda,2019,249415,Petrol,Automatic,1.0,257,Wagon,Brown,4,43.4,High,2,0,1,5,16602.421772674774,64.60086292869562,16.602421772674774
BMW,2023,155394,Petrol,Automatic,1.3,376,Sedan,Gray,8,22.2,Medium,2,1,0,1,66697.46445888023,177.38687356085168,51.30574189144633
Honda,2011,41869,Petrol,CVT,4.5,380,Pickup,Green,4,28.8,High,1,0,0,13,20160.09534302119,53.052882481634704,4.480021187338042
BMW,2011,32955,Diesel,Automatic,1.3,438,Convertible,Silver,12,45.0,Medium,1,1,1,13,36882.731971902154,84.20715062078118,28.37133228607858
Ford,2010,61388,Diesel,Semi-Automatic,3.8,185,SUV,Red,4,12.1,Low,3,1,1,14,10086.079438643656,54.51934831699273,2.6542314312220148
Toyota,2019,241324,LPG,Manual,4.7,216,Hatchback,Gray,6,45.6,Low,1,1,0,5,14821.807463558627,68.6194789979566,3.1535760560763038
Hyundai,2017,10207,Petrol,CVT,2.1,269,Pickup,Brown,8,18.8,High,2,1,1,7,28535.739624125752,106.08081644656413,13.588447440059882
Chevrolet,2017,218401,Electric,Manual,2.5,207,Convertible,Silver,12,37.1,Low,1,0,0,7,18094.749986314862,87.4142511416177,7.237899994525945
Mazda,2010,198700,LPG,Semi-Automatic,3.3,421,Wagon,Gray,12,33.3,Low,1,0,0,14,5000.0,11.876484560570072,1.5151515151515151
Hyundai,2021,159292,Petrol,CVT,4.5,126,Wagon,Brown,4,32.1,Medium,1,1,0,3,34526.23271994266,274.0177199995449,7.672496159987257
Hyundai,2020,215122,Petrol,CVT,4.8,84,Hatchback,Green,4,44.4,High,3,1,0,4,7409.079488085836,88.20332723911709,1.5435582266845491
Hyundai,2017,234618,Diesel,Automatic,4.0,336,SUV,Green,4,14.1,Low,1,0,1,7,25680.07434776184,76.42879270167215,6.4200185869404605
Subaru,2018,205157,LPG,Manual,1.3,379,Convertible,Blue,4,23.9,High,3,0,1,6,20845.963904202676,55.002543282856664,16.035356849386673
Honda,2023,22031,Petrol,Semi-Automatic,3.7,229,Convertible,Black,12,31.5,Low,3,1,1,1,74222.85162132913,324.1172559883368,20.060230167926793
BMW,2013,201793,Petrol,Semi-Automatic,2.6,373,Coupe,Gray,4,42.5,Medium,1,0,1,11,20158.278871457325,54.04364308701696,7.753184181329741
Tesla,2010,80807,LPG,CVT,2.9,322,Sedan,Black,12,18.7,Low,3,0,1,14,25450.83123729,79.03984856301243,8.776148702513794
Ford,2010,71312,Electric,Automatic,1.2,354,Wagon,Blue,4,42.1,High,1,0,1,14,16013.66483923839,45.236341353780766,13.344720699365325
Mercedes-Benz,2012,59766,LPG,CVT,1.8,287,Convertible,White,8,26.0,High,2,1,0,12,35388.06587379828,123.30336541393129,19.6600365965546
Hyundai,2023,143521,LPG,CVT,4.2,494,Convertible,Silver,8,17.6,Medium,2,1,1,1,31852.744613142804,64.47924010757653,7.583986812653048
Audi,2014,89833,Electric,CVT,2.8,194,Pickup,Brown,4,40.4,Low,3,1,0,10,60201.45511400814,310.3167789381863,21.500519683574336
Honda,2014,187771,LPG,CVT,2.2,274,Pickup,Orange,4,13.6,Medium,2,1,0,10,17406.0649465421,63.52578447643103,7.911847702973683
Mazda,2018,237199,Petrol,Semi-Automatic,2.5,422,Convertible,Black,6,30.6,High,1,1,0,6,21379.76165122441,50.662942301479646,8.551904660489765
Kia,2019,212325,LPG,Semi-Automatic,4.4,249,SUV,Black,8,12.6,Medium,3,0,1,5,14556.81842752251,58.46111818282132,3.3083678244369343
Mazda,2023,236731,Electric,CVT,4.0,458,Sedan,Gray,12,24.3,Low,1,0,0,1,53304.71019141061,116.38583011225023,13.326177547852652
Chevrolet,2021,235841,Hybrid,CVT,2.1,161,Convertible,Silver,8,34.0,Low,3,0,1,3,47836.45712877665,297.120851731532,22.779265299417453
Mercedes-Benz,2011,111041,LPG,Automatic,1.5,233,Hatchback,Gray,12,32.2,Medium,3,1,0,13,22716.89279999841,97.4973939914095,15.14459519999894
Tesla,2011,116185,Diesel,CVT,2.0,220,Wagon,Green,4,26.2,High,3,0,1,13,32696.67410544867,148.62124593385758,16.348337052724336
Audi,2015,177164,Petrol,Semi-Automatic,4.7,393,Coupe,Black,8,27.2,High,3,1,1,9,32532.66764459787,82.78032479541443,6.921844179701674
Mazda,2018,194743,Petrol,Manual,3.3,225,Pickup,Silver,8,19.1,Medium,2,1,1,6,12159.328982122479,54.04146214276658,3.6846451460977208
Tesla,2010,10350,Diesel,Semi-Automatic,3.1,402,Hatchback,Yellow,6,28.2,Low,2,1,1,14,17202.177380536297,42.79148602123457,5.549089477592354
Mercedes-Benz,2018,227230,Diesel,Automatic,3.4,201,Wagon,White,6,48.1,Low,2,1,1,6,53337.3163135724,265.3597826545891,15.687445974580118
Hyundai,2018,100859,LPG,Semi-Automatic,2.5,331,Pickup,Brown,8,44.0,Low,3,1,0,6,20191.631813917942,61.00190880337747,8.076652725567177
Audi,2022,68487,Diesel,Manual,4.2,422,SUV,Blue,8,15.8,Low,2,1,1,2,63786.93001566484,151.1538625963622,15.187364289444009
Tesla,2018,148694,Hybrid,CVT,3.1,466,Pickup,White,8,11.2,High,3,0,1,6,45287.853509234505,97.18423499835731,14.608985002978873
Chevrolet,2014,123853,Electric,Manual,1.5,390,Sedan,Blue,12,47.3,Low,2,1,0,10,23327.52446448519,59.81416529355177,15.551682976323459
BMW,2022,201335,Diesel,CVT,1.5,168,Sedan,Black,4,31.1,Medium,3,0,1,2,29694.484201504292,176.75288215181126,19.796322801002862
Toyota,2018,53117,Diesel,CVT,3.1,137,Wagon,White,6,31.5,Medium,2,1,1,6,13102.637328626603,95.63968853012119,4.226657202782775
BMW,2020,235062,Hybrid,Semi-Automatic,4.7,142,Hatchback,White,4,41.2,Medium,2,0,1,4,52771.74294761072,371.6319925888079,11.228030414385259
Mercedes-Benz,2013,189466,Petrol,Semi-Automatic,2.2,426,Coupe,Brown,6,22.6,Medium,2,1,1,11,28159.21177229882,66.10143608520849,12.79964171468128
Honda,2011,233077,Petrol,Semi-Automatic,4.5,387,SUV,Orange,6,29.3,Low,3,1,1,13,6809.664314393073,17.59603182013714,1.513258736531794
Toyota,2022,101084,LPG,Automatic,4.1,461,Wagon,Brown,6,48.7,High,3,0,0,2,46067.7323635815,99.93000512707484,11.236032283800364
Ford,2015,23782,Hybrid,Semi-Automatic,2.0,359,SUV,Gray,8,36.9,Low,2,1,1,9,59777.02091613065,166.50980756582354,29.888510458065323
Chevrolet,2023,247348,Electric,Automatic,1.1,151,Sedan,Orange,6,16.1,High,3,1,0,1,40487.37772128289,268.12832928001916,36.80670701934808
Ford,2013,28454,Electric,Semi-Automatic,1.4,88,Convertible,White,4,15.3,Low,1,0,1,11,28154.36031753901,319.9359126993069,20.11025736967072
Subaru,2015,67904,Hybrid,CVT,3.9,445,Convertible,Orange,6,18.2,High,2,0,0,9,52022.71088024578,116.90496827021524,13.339156635960457
Audi,2012,129936,Electric,Automatic,1.8,173,Coupe,Orange,4,40.7,Medium,2,1,0,12,41118.86313651654,237.681289806454,22.8438128536203
Nissan,2015,146664,Petrol,Manual,2.5,452,SUV,Gray,6,21.8,Medium,1,0,0,9,15492.592932099886,34.275648079867004,6.197037172839955
Toyota,2011,153245,Electric,Automatic,3.0,418,Wagon,Silver,6,10.9,High,3,0,1,13,18692.43211872889,44.718737126145676,6.230810706242964
Ford,2011,164276,Electric,Automatic,3.9,415,Coupe,Black,8,47.8,High,3,1,1,13,29521.153332637245,71.13530923527047,7.569526495548011
Mazda,2022,166668,Hybrid,Manual,1.5,231,Pickup,Silver,4,16.8,High,3,0,0,2,38940.05733512164,168.57167677541835,25.960038223414426
Ford,2018,165396,Hybrid,Automatic,2.6,484,Pickup,Black,6,10.4,Medium,2,1,1,6,59716.24858586264,123.38067889641042,22.967787917639477
Tesla,2016,122258,Electric,CVT,2.9,435,Hatchback,Silver,6,19.5,Medium,2,0,1,8,54734.15278381225,125.82563858347643,18.873845787521464
BMW,2012,111668,Diesel,Semi-Automatic,3.2,119,Convertible,Silver,4,19.4,Low,2,1,0,12,43508.41165185913,365.6169046374717,13.596378641205979
Tesla,2022,192274,Hybrid,Manual,4.3,438,Wagon,Blue,6,26.9,High,2,1,1,2,81586.34317321134,186.27018989317656,18.973568179816592
Subaru,2020,220472,LPG,Semi-Automatic,1.7,141,SUV,Orange,12,46.8,High,2,1,0,4,19379.453751366116,137.4429344068519,11.399678677274187
Toyota,2010,124184,LPG,CVT,4.2,333,Coupe,Green,8,45.2,High,3,0,1,14,12112.818859080287,36.37483140864951,2.8840044902572113
Toyota,2017,244437,Petrol,Manual,3.8,148,Wagon,Gray,4,28.3,Medium,1,1,0,7,6866.170162536461,46.393041638759875,1.8068868848780162
Subaru,2023,161822,Electric,Semi-Automatic,3.2,477,Coupe,Silver,8,26.4,High,3,0,1,1,53991.850999310554,113.19046331092359,16.87245343728455
Mercedes-Benz,2015,207184,Diesel,Semi-Automatic,3.8,324,Coupe,White,12,32.2,High,3,1,1,9,53743.369630048765,165.8745976236073,14.14299200790757
Tesla,2016,16566,Petrol,CVT,2.6,444,Coupe,Yellow,12,19.7,Medium,2,1,0,8,70909.38086634073,159.70581276202867,27.272838794746434
Volkswagen,2018,138262,Electric,Semi-Automatic,1.6,249,SUV,Blue,12,12.1,High,1,1,0,6,30580.941953418125,122.815027925374,19.113088720886328
Mazda,2014,219679,Hybrid,CVT,3.7,257,Wagon,Yellow,4,47.6,Low,1,0,1,10,14531.707811808354,56.54361016267842,3.9274885977860414
Kia,2010,38333,LPG,Automatic,3.1,268,Sedan,Red,12,17.5,Medium,3,1,0,14,6228.249821855519,23.239738141251937,2.009112845759845
BMW,2021,121929,Diesel,CVT,3.6,339,Sedan,Brown,4,17.9,Medium,1,1,0,3,95356.51336128646,281.2876500332934,26.48792037813513
Toyota,2019,211977,LPG,Automatic,2.4,151,SUV,Red,4,28.9,Medium,3,0,0,5,10217.566451899072,67.6660029927091,4.2573193549579464
Mercedes-Benz,2016,89571,Hybrid,Manual,4.6,96,Pickup,Black,6,29.7,Low,3,1,0,8,57620.27808582073,600.2112300606326,12.526147409961029
Nissan,2014,120263,Electric,Semi-Automatic,3.3,449,SUV,Silver,4,10.7,Medium,3,1,0,10,30352.27647830405,67.59972489600011,9.197659538880016
Mazda,2012,132661,Hybrid,CVT,1.3,420,Convertible,Gray,12,15.9,Medium,3,0,1,12,19997.180511277136,47.612334550659845,15.382446547136258
Tesla,2021,25235,Hybrid,CVT,2.8,136,Coupe,White,4,25.1,Medium,2,0,0,3,79510.99691757876,584.6396832174909,28.396784613420984
BMW,2022,159,LPG,Semi-Automatic,4.0,297,Wagon,Green,4,37.3,Medium,1,0,0,2,80602.06860033525,271.38743636476516,20.15051715008381
Nissan,2018,143217,Diesel,Semi-Automatic,4.2,186,Wagon,Green,8,19.1,Low,2,1,0,6,30607.59248222532,164.5569488291684,7.287522019577457
Tesla,2010,211981,Hybrid,Manual,3.0,383,Hatchback,Blue,12,26.9,High,2,0,0,14,19077.659333201882,49.81112097441745,6.35921977773396
Ford,2010,162993,LPG,Manual,4.6,252,Hatchback,Blue,4,32.3,High,2,1,1,14,10180.641945293039,40.3993727987819,2.213183031585443
Nissan,2010,104859,Diesel,CVT,2.1,298,Sedan,Blue,6,45.5,Medium,3,1,0,14,12959.773705596466,43.48917350871297,6.171320812188793
Subaru,2012,147309,Electric,Manual,2.6,326,Hatchback,Blue,4,23.0,Low,3,0,1,12,9631.822580887429,29.54546803953199,3.7045471464951647
Lexus,2021,107507,Electric,Automatic,4.6,297,Hatchback,Orange,4,15.3,Medium,2,0,1,3,40102.306322930286,135.02460041390668,8.717892678897888
Mercedes-Benz,2015,139316,Petrol,Manual,4.6,452,Sedan,Silver,8,29.6,High,2,1,0,9,45546.06009030275,100.7656196688114,9.90131741093538
BMW,2019,14743,LPG,Manual,3.7,496,Convertible,Yellow,12,39.9,High,1,0,0,5,102415.17186102283,206.48220133270732,27.67977617865482
Hyundai,2020,228174,Diesel,CVT,4.4,110,Pickup,Silver,12,14.4,Low,2,0,1,4,21977.580203655234,199.79618366959303,4.994904591739826
Lexus,2012,46101,Hybrid,Automatic,1.4,447,Sedan,Silver,6,27.0,High,3,1,1,12,34658.27641499075,77.5352939932679,24.755911724993396
Audi,2017,242717,Electric,Manual,4.5,126,Pickup,Red,6,10.7,Medium,2,0,1,7,31164.25072356899,247.3353232029285,6.925389049681998
Audi,2023,121534,Diesel,Automatic,2.3,213,Hatchback,Gray,6,11.3,Low,1,0,0,1,53038.109065001576,249.00520687794167,23.0600474195659
BMW,2023,84227,LPG,Automatic,1.7,187,Wagon,White,4,29.3,High,1,0,1,1,91165.49081818023,487.5159936801082,53.6267593048119
Nissan,2019,230604,Petrol,Automatic,2.0,151,Hatchback,Black,4,21.9,Medium,2,1,0,5,21292.85539565494,141.01228738844333,10.64642769782747
Tesla,2011,187450,Electric,Semi-Automatic,2.7,406,Coupe,Gray,6,43.8,Low,1,0,1,13,34025.85081463776,83.80751432176787,12.602166968384354
Mercedes-Benz,2023,71126,Diesel,Semi-Automatic,2.0,497,Pickup,Blue,12,34.1,Medium,1,0,1,1,108582.46207481583,218.47577882256707,54.29123103740792
Kia,2018,56071,Diesel,Semi-Automatic,2.3,187,Pickup,Yellow,12,28.2,High,3,1,0,6,19818.43927192061,105.98095867337226,8.616712726922005
Audi,2012,202193,Diesel,Semi-Automatic,1.5,388,Coupe,Red,6,26.3,Medium,1,1,0,12,14981.928132362777,38.613216835986535,9.987952088241851
Mercedes-Benz,2014,74763,LPG,CVT,2.2,477,Coupe,Orange,8,29.9,Low,1,1,1,10,53344.365360528966,111.83305107029133,24.247438800240438
Audi,2019,224886,LPG,Manual,3.3,351,Convertible,Yellow,12,11.6,Medium,2,1,0,5,67729.4398458735,192.96136708226067,20.524072680567727
Ford,2017,235422,LPG,Semi-Automatic,2.8,250,SUV,Red,12,45.7,High,3,0,0,7,23326.62188971992,93.30648755887968,8.330936389185686
Tesla,2011,143309,Hybrid,CVT,2.4,195,Coupe,Brown,6,49.9,Low,1,1,1,13,44030.087387680374,225.79531993682244,18.34586974486682
Ford,2015,146721,Diesel,Manual,4.0,408,Pickup,Orange,12,17.3,Low,2,1,0,9,25395.798121784672,62.244603239668315,6.348949530446168
Mazda,2021,168785,Electric,Semi-Automatic,4.6,153,Wagon,Blue,4,14.8,High,2,0,0,3,37019.23479127508,241.9557829495103,8.047659737233712
Audi,2014,204535,LPG,Manual,4.0,335,Pickup,Black,4,15.7,Medium,2,1,1,10,36395.93472200368,108.64458125971248,9.09898368050092
Hyundai,2022,176481,LPG,Semi-Automatic,2.3,160,Pickup,Blue,12,36.4,Medium,2,1,1,2,23644.78224294966,147.77988901843537,10.280340105630287
Hyundai,2019,179838,Diesel,CVT,4.0,347,Convertible,Yellow,4,36.5,High,2,0,0,5,39921.353853376466,115.04712926045092,9.980338463344117
Ford,2018,46154,LPG,Automatic,1.6,207,SUV,Blue,8,43.9,Low,2,1,0,6,48372.79901499083,233.68501939609095,30.23299938436927
Subaru,2021,7016,Hybrid,Automatic,1.5,405,SUV,Brown,12,40.1,High,1,1,0,3,67506.1103114866,166.68175385552246,45.004073540991065
Lexus,2014,210635,Hybrid,Manual,2.4,482,Coupe,Blue,6,28.0,Low,3,0,1,10,26636.34750725322,55.26213175778676,11.098478128022174
Hyundai,2011,179760,LPG,CVT,4.2,314,Hatchback,Red,4,34.5,Low,3,0,1,13,5684.279463716752,18.102800839862265,1.3533998723135123
Audi,2014,89678,Diesel,Automatic,2.0,120,Pickup,Green,8,37.5,Medium,2,0,0,10,21457.168482851022,178.80973735709185,10.72858424142551
BMW,2021,112056,Diesel,Semi-Automatic,1.3,260,Sedan,Blue,8,30.5,High,2,0,0,3,53553.14997867069,205.97365376411804,41.19473075282361
Ford,2013,54238,Diesel,Automatic,1.5,236,Hatchback,Brown,4,29.0,Low,3,0,0,11,24387.310292183447,103.33606056009936,16.25820686145563
Mazda,2020,58608,Petrol,Manual,4.4,138,Hatchback,Silver,8,35.8,Medium,1,0,1,4,29996.601879649035,217.36668028731185,6.817409518102053
Kia,2016,89081,LPG,Manual,3.5,424,SUV,Silver,12,32.3,High,2,0,1,8,14992.092510267415,35.3587087506307,4.283455002933548
Kia,2015,247644,Diesel,CVT,2.0,328,SUV,Black,8,35.8,High,3,0,0,9,10870.805556569403,33.14269986758964,5.435402778284701
Honda,2023,162969,Hybrid,Manual,3.2,271,Convertible,Black,4,34.5,Low,3,0,0,1,54368.90466147285,200.62326443347916,16.990282706710264
Lexus,2011,50961,Electric,Automatic,3.1,103,Convertible,Black,8,38.8,Low,2,0,0,13,33586.69098848893,326.08437852901875,10.834416447899656
Nissan,2021,199775,Electric,Automatic,3.6,479,SUV,Gray,4,35.7,Low,3,0,0,3,44179.305738458075,92.23237106149911,12.27202937179391
Tesla,2020,175829,Diesel,Automatic,1.9,159,Wagon,White,4,30.8,High,1,0,1,4,62695.4819118805,394.3112069929591,32.997622058884474
Hyundai,2020,26917,Electric,Automatic,4.5,213,Wagon,Black,8,37.3,Low,3,1,0,4,44925.38081699332,210.91728083095455,9.983417959331849
Hyundai,2022,153808,Electric,CVT,2.2,292,Sedan,Blue,4,28.0,High,2,0,0,2,24793.04273597437,84.90768060265195,11.26956487998835
Nissan,2014,27990,Petrol,Semi-Automatic,3.8,467,SUV,Black,4,19.7,Medium,2,0,1,10,23888.445957228636,51.15298920177438,6.286433146639115
Toyota,2016,62551,Hybrid,Semi-Automatic,1.1,427,Coupe,White,6,10.1,High,3,0,0,8,29106.21248477364,68.16443204865021,26.460193167976037
